"oclc编号 - oclcNumber","书号 - isbns","书名 - title","作者 - creator","出版日期 - publicationDate","语言 - catalogingLanguage","格式 - generalFormat","详细格式 - specificFormat","版本 - edition","总版本数 - totalEditions","出版社 - publisher","出版地 - publicationPlace","主题 - subjects","简介 - summaries","是否同行审阅 - peerReviewed"
"1377754512","","通信简史 : 从遗传编码到量子信息 = Brief history of communications","杨义先, author","2020","chi","Book","Digital","Di 1 ban",2,"人民邮电出版社","Beijing","Communication History,Information Histoire,Communication,History","一说起通信,几乎人人是专家.是呀,谁不天天打电话,谁不时时在上网,谁能离开计算机,谁又不需要大数据、物联网和人工智能等信息系统呢?这一切的核心其实都是通信,准确地说都是电子通信.但是,即使许多通信专家过去也不曾全面深入地思考过通信的前世今生,绝大多数通信史籍只认定了从烽火开始的区区3000年文明通信史,而忽略了整个生物界长达38亿年的通信史,忽略了真核生物长达23亿年的通信史,忽略了原生生物长达15亿年的通信史,忽略了植物长达12亿年的通信史,忽略了动物长达10亿年的通信史,忽略了人类长达数百万年的通信史,特别是忽略了长达7万年的语言通信史以及长达8000年的文字通信史.那么,在没有文字记载的情况下,史前通信史是咋写出来的呢?嘿嘿,你看完本书就知道了,而且我们保证书中内容绝无杜撰之嫌.本书当然不是为讲历史而讲历史,其实是希望通过回顾历史来展望未来,特别是展望通信即将引发的第三次革命--智能革命的未来.因此,特意增加了最后一章""未来通信"",一方面揭示通信即将面临的香农信道容量危机,另一方面努力寻求可能的应对措施","否"
"1344456576","9787115582614,7115582610","演讲的逻辑 : 关键时刻真实, 清晰, 高效表达","陶峻, author","2022","chi","Book","PrintBook","Di 1 ban",1,"人民邮电出版社","Beijing Shi","Public speaking,Speech Study and teaching,Voice (Philosophy),Voice culture,Art de parler en public,Voix (Philosophie),Voix Culture","","否"
"1129866177","9787115472410,7115472416","为一年级做准备 轻松无障碍阅读 / 3","童趣出版公司.","2018","chi","Book","PrintBook","Di 1 ban",1,"人民邮电出版社","Beijing","Yue du ke Xue qian jiao yu Jiao xue can kao zi liao","Ben shu bao han de nei rong you:ping guo lu sa ji e tong ji ling,Ke ai biao zhi yuan zheng ji,Zhong xin chu fa","否"
"1129703749","9787115484314,7115484317","超人总动员","童趣出版公司.","2018","chi","Book","PrintBook","Di 1 ban",4,"人民邮电出版社","Beijing","Yue du ke Xiao xue Ke wai du wu","Ben shu jiang shu:chao ren ba bao bo tui yin jiang hu hou,Bu gan xin guo pu tong ren de sheng huo,Yi zhi huai nian yong chao neng li bang zhu shi ren de jiu shi guang.Yi tian ta shou dao le yi ge mi mi yao qing,Rang ta you ji hui zhong xin zuo hui""chao neng xian sheng"".Ba bao bo man zhe jia ren tou tou jie shou le ren wu,Mei xiang dao zhei jing ran shi yi ge quan tao","否"
"1076493594","9787115482099,7115482098","英语语法新图解 : 用思维导图快速学语法","赵静, author","2018","chi","Book","PrintBook","Di 1 ban",1,"人民邮电出版社","Beijing Shi","English language Grammar,English language Textbooks for foreign speakers Chinese,English language Study and teaching Foreign speakers,Anglais (Langue) Étude et enseignement Allophones,English language,Textbooks for Chinese speakers","","否"
"1097898371","9787115482716,7115482713","电工实用线路300例","王兰君.","2018","chi","Book","PrintBook","Di 5 ban",7,"人民邮电出版社","Beijing","Dian lu Ji ben zhi shi","Ben shu bao liu di 4 ban de jing dian,Shi yong de xian lu wai,Hai yi xin de xing shi ju li ji dian gong tong xing peng you,Zhan xian zhen shi de dian gong chang yong xian lu de lian jie,Yi zhen zheng zhi guan ming le de fang fa shuo ming dian gong zai gong zuo zhong chang jian de xian lu ying yong.Ben shu bu dan jing xuan le dian gong chang yong de jing dian xian lu,Hai yi shi wu de fang shi jia yi shuo ming ying yong,Yi du te de shi jiao qu zhan xian zhen shi de dian gong ying yong xian lu,本书保留第4版的经典,实用的线路外,还以新的形式举例给电工同行朋友,展现真实的电工常用线路的连接,以真正直观明了的方法说明电工在工作中常见的线路应用.本书不但精选了电工常用的经典线路,还以实物的方式加以说明应用,以独特的视角去展现真实的电工应用线路","否"
"1089849862","9787115479709,7115479704","新媒体运营 : 产品运营+内容运营+用户运营+活动运营","勾俊偉, author","2018","chi","Book","PrintBook","Di 1 ban",1,"人民邮电出版社","Beijing Shi","Digital media China Management,Médias numériques Chine Gestion,China","","否"
"1097981492","9787115474865,7115474869","呼兰河传","萧红 (1911-1942)","2018","chi","Book","PrintBook","Di 1 ban",425,"人民邮电出版社","Beijing","Zhang pian xiao shuo Zhong guo Xiandai","","否"
"1130330536","9787115502902,7115502900","爱丽丝漫游奇境","卡罗尔 Carroll, Lewis 1832-1898","2019","chi","Book","PrintBook","Di 1 ban",242,"人民邮电出版社","Beijing","Tong hua Ying guo Jindai","<爱丽丝漫游奇境记>是世界上流传最广,影响最大的童话之一.写的是小女孩爱丽丝在梦中的一系列的奇异经历;爱丽丝追赶一只奇怪的兔子,不小心掉入了兔子洞,开始了她的奇幻旅游......","否"
"1243242302","9787115520487,7115520488","小公主苏菲亚","童趣出版公司.","2020","chi","Book","PrintBook","Di 1 ban",,"人民邮电出版社","Beijing","Tu hua gu shi Zhong guo Dangdai,Han yu pin yin Yu yan du wu","本书包含4个小故事:<苏菲亚的新生活><护身符的诅咒><我的妈妈被抢走了>和<想当面包师的国王>.让孩子们认识苏菲亚这样一位平易近人,充满孩子气的可爱小公主","否"
"1200845434","9787115523716,7115523711","木兰的新年","童趣出版公司.","2020","chi","Book","PrintBook","Di 1 ban",1,"人民邮电出版社","Beijing","Tu hua gu shi Zhong guo Dangdai","本书里,木兰还是一个七岁的小姑娘,这是她第一次和家人一起筹备新年.她一大早起来,穿上红袄,为家里各个角落插满象征着喜庆的红色花枝,还和爸爸一起写福字,贴对联.本书借小木兰的视角,让孩子在领略红红火火中国年喜庆气氛的同时,感受中国人重视家庭团圆的文化内核,并了解中国新年的多种风俗","否"
"1178945561","9787115512109,7115512108","吃货小组进化论","伍美珍","2019","chi","Book","PrintBook","Di 1 ban",3,"人民邮电出版社","Beijing","Er tong xiao shuo Duan pian xiao shuo Xiao shuo ji Zhong guo Dangdai","本书收录了<吃货小组进化论><我的乐淘六年级><加油吧,老师><神秘艾玛特学园>4篇小说","否"
"1080109166","9787115477293,7115477299","千姿百态的禽鸟","王忠富.","2018","chi","Book","PrintBook","Di 1 ban",1,"人民邮电出版社","Beijing","Brush drawing China Technique,Ink painting, Chinese,Birds in art Technique,Flowers in art Technique,Dessin au lavis Chine Technique,Peinture à l'encre chinoise,Oiseaux dans l'art Technique,Fleurs dans l'art Technique,Brush drawing Technique,China","","否"
"1091374882","9787115490131,7115490139","具体生活","Jun Wu","2019","chi","Book","PrintBook","Di 1 ban",2,"人民邮电出版社","Beijing","Self-actualization (Psychology),Work-life balance,Conciliation travail-vie personnelle,essays,Essays,Essais","","否"
"1129689397","9787115469007,7115469008","水浒传","施耐庵 (约1296-1370)","2018","chi","Book","PrintBook","Di 1 ban",1300,"人民邮电出版社","Beijing","Gu dian xiao shuo Zhongguo Suo xie Ming dai,Zhang hui xiao shuo Zhongguo Suo xie Ming dai,Zhang pian xiao shuo Zhongguo Suo xie Ming dai","","否"
"1129841029","9787115471710,7115471711","象王泪","沈石溪 (195210-)","2018","chi","Book","PrintBook","Di 1 ban",8,"人民邮电出版社","Beijing","Er tong xiao shuo Zhong pian xiao shuo Zhongguo Dang dai","本书讲述了迟暮之年的老象王火扎预感到死亡的临近,为了象群的未来,它开始在众多公象中挑选未来的继任者.最终,它选中了一头名叫影叠的小公象,并开始费尽心思地培养它.然而,影叠会顺利继承王位吗,火扎又会迎来怎样的命运","否"
"1130351703","9787115501981,711550198X","五彩龙鸟","沈石溪 (1952-)","2019","chi","Book","PrintBook","Di 1 ban",4,"人民邮电出版社","Beijing","Er tong xiao shuo Zhang pian xiao shuo Zhong guo Dangdai","两个原是近亲的恐龙家族, 在地球灾变发生后走上了不同的进化道路: 岫的家族延续冷酷的丛林争斗, 捕杀巨型恐龙, 甚至吃食同类, 其种族因此灭绝; 澄的家族却远离丛林争斗, 辛勤地筑窝铺巢, 建立温情家庭, 其种族因此延续至今","否"
"1097967209","9787115471116,7115471118","最后一头战象","沈石溪 (195210-)","2018","chi","Book","PrintBook","Di 1 ban",40,"人民邮电出版社","Beijing","Er tong xiao shuo Duan pian xiao shuo Xiao shuo ji Zhong guo Dangdai","Ben shu shou lu le hu lang da zhan xiang jing ci kong que de lian qing zai bei hu li pian yi ci xiang zhong deng 13 pian dong wu xiao shuo,本书收录了<虎狼大战><象警><雌孔雀的恋情><再被狐狸骗一次><象冢>等13篇动物小说","否"
"1130383362","9787115502919,7115502919","绿野仙踪","鲍姆 (Baum, Lyman Frank)","2019","chi","Book","PrintBook","Di 1 ban",240,"人民邮电出版社","Beijing","Tong hua Mei guo Jindai","这是一本少儿文学书.作品全都是来自世界著名作家的经典名作,内容可读性强,文学性高,是孩子成长阶段不可错过的故事.注音识字能够帮助孩子完成从亲子阅读向独立阅读的过渡,符合桥梁书的特点.而且故事活泼有趣,很容易引起孩子的阅读兴趣","否"
"1129666588","9787115472359,7115472351","小战马","塞顿 Seton, Ernest Thompson 1860-1946","2018","chi","Book","PrintBook","Di 1 ban",,"人民邮电出版社","Beijing","Er tong wen xue Duan pian xiao shuo Xiao shuo ji Jianada Suo xie Xian dai","Ben shu jing xuan liu pian xi dun jing dian dong wu xiao shuo, bao kuo< xiao zhan ma>< lang wang luo bo>< song ji hong bo zi>< wei ni pai ke de lang>< zhen ke de gu shi>.Xiao zhan ma ke bu shi zhen de""ma"", ta shi yi zhi zhang er da ye tu, pao de kuai,Nao zi ling,Dan zi da,You yi li, chang chang ba lie gou wan nong yu gu zhang zhi jian.Zai ren lei qing sao ye tu de xing dong zhong, xiao zhan ma bei song dao le shou lie yuan de sai chang shang, cheng le sai gou men zhui zhu de mu biao.Xiao zhan ma hui ying lai zen yang de ming yun? ta hai you ji hui hui dao gu xiang de tian ye shang ma?","否"
"1129861536","9787115470140,7115470146","流浪的""国王""","罗伯茨 查尔斯.","2018","chi","Book","PrintBook","Di 1 ban",2,"人民邮电出版社","Beijing","Er tong xiao shuo Duan pian xiao shuo Xiao shuo ji Jianada Suo xie Xian dai","Ben shu nei rong bao kuo: liu lang de""guo wang""; yu huo de hei xiong; wa dong de jin hua shu; hui lao da; nong chao de xiong","否"
"1243209872","9787115516640,7115516642","狼国女王 = Wolf queen","沈石溪 (1952-)","2019","chi","Book","PrintBook","Di 1 ban",6,"人民邮电出版社","Beijing","Er tong xiao shuo Zhang pian xiao shuo Zhong guo Dangdai","本书讲述了:一次虎口夺食,狼王盔盔不幸遇难,母狼紫葡萄临危受命,出任帕雅丁狼群首任女狼王,狼群命运自此改写.有过灾难和痛苦;有过危险和挣扎;有过无奈和坎坷;有过柔情和关爱,她联合宛莫沙狼群,与断牙血瘤虎展开决战,坚守了狼群的领地.紫葡萄凭借出众的胆识,魄力,仁慈与宽容,谱写了一部荡气回肠的狼国女王传奇","否"
"1115014787","7115500177,9787115500175","你真好听 : 好声音训练法 = Discover your voice = a step-by-step guide to unleashing the power of your voice","Rama Vaidyanathan","2018","chi","Book","PrintBook","Di 1 ban",1,"人民邮电出版社","Beijing","Voice culture,Respiration,Voice Training,Voix Culture,Fa sheng fa","<你真好听>围绕人类语音这一重要的应用领域, 基于宝莱坞明星声音教练拉玛女士20多年的的语音培训经验, 提出了语音有效运用的一般概念和特别概念, 分别针对大众和不同职业的语音应用者阐述了语音训练的技巧, 关键点, 以帮助语音使用者实现高效地实现其表达, 沟通等目的","否"
"1198131291","9787115513335,7115513333","嘻哈班长的地盘","伍美珍","2019","chi","Book","PrintBook","Di 1 ban",3,"人民邮电出版社","Beijing","Er tong xiao shuo Duan pian xiao shuo Xiao shuo ji Zhong guo Dangdai","本书收录了<嘻哈班长的地盘><冤家兄妹口水战><实力侦探社><认识你们很值得>4篇小说","否"
"1204199685","9787115473523,7115473528","财经应用文 : 写作技巧 范例模板 实战训练 = Financial applied writing","陈承欢","2019","chi","Book","PrintBook","Di 1 ban",1,"人民邮电出版社","Beijing","Business writing,Commercial correspondence, Chinese,Document writing, Chinese,Style commercial","","否"
